user_id,account_created_at,account_age_days,gender,age_group,device_type,activity_level,balance,platform,loyalty_tier,os_version,app_version,location_country,location_city,preferred_language,usual_connection_quality
user_0048,1/30/2023 0:00,213,male,18-24,phone,low,59.19,ios,bronze,16.0,3.9.8,USA,Philadelphia,english,good
user_0049,1/21/2023 0:00,222,male,45+,phone,medium,5857.48,ios,silver,16.0,3.9.8,USA,Dallas,english,good
user_0050,6/1/2023 0:00,91,male,25-34,phone,medium,4843.12,ios,gold,13.0,3.9.9,USA,San Jose,english,good
user_0051,5/27/2023 0:00,96,male,25-34,phone,low,740.17,ios,bronze,15.0,3.9.7,USA,Chicago,english,excellent
user_0052,2/24/2023 0:00,188,female,18-24,phone,low,663.14,android,bronze,10.0,3.9.9,USA,Houston,english,excellent
user_0053,11/28/2022 0:00,276,female,18-24,phone,low,138.33,ios,bronze,14.0,3.9.7,USA,Phoenix,english,good
user_0054,2/28/2023 0:00,184,male,45+,phone,medium,67.81,ios,gold,14.0,3.9.9,USA,Philadelphia,english,good
user_0055,5/24/2023 0:00,99,female,25-34,tablet,low,1037.26,ios,silver,12.0,3.9.7,USA,Dallas,english,good
user_0056,10/14/2022 0:00,321,female,25-34,phone,low,412.16,ios,silver,12.0,3.9.9,USA,San Diego,english,excellent
user_0057,2/5/2023 0:00,207,female,25-34,phone,medium,326.2,ios,platinum,16.0,3.9.7,USA,Los Angeles,english,excellent
user_0058,7/24/2022 0:00,403,female,18-24,phone,medium,4268.42,android,bronze,12.0,3.9.9,USA,Philadelphia,english,good
user_0059,2/15/2023 0:00,197,female,25-34,phone,low,1461.71,android,silver,11.0,3.9.7,USA,San Diego,english,good
user_0060,2/11/2023 0:00,201,female,25-34,phone,low,425.41,android,bronze,13.0,3.9.7,USA,Philadelphia,english,excellent
user_0061,7/14/2022 0:00,413,female,18-24,phone,medium,134.16,android,silver,10.0,3.9.9,USA,Houston,english,good
user_0062,2/22/2023 0:00,190,male,35-44,phone,medium,182.96,android,gold,11.0,3.9.9,USA,Phoenix,english,good
user_0063,2/9/2023 0:00,203,female,45+,phone,medium,27.94,ios,silver,13.0,3.9.9,USA,San Diego,english,good
user_0064,11/16/2022 0:00,288,female,25-34,phone,medium,119.3,ios,gold,16.0,3.9.9,USA,Chicago,english,excellent
user_0065,5/23/2023 0:00,100,male,25-34,phone,medium,190.11,android,silver,10.0,3.9.9,USA,San Jose,english,excellent
user_0066,12/23/2022 0:00,251,male,25-34,phone,high,13737.64,android,silver,10.0,3.9.7,USA,Dallas,english,poor
user_0067,6/9/2023 0:00,83,female,18-24,phone,dormant,9623.88,ios,platinum,14.0,3.9.7,USA,Phoenix,english,good
user_0068,7/24/2022 0:00,403,female,18-24,phone,low,38.5,ios,bronze,16.0,3.9.9,USA,San Antonio,english,good
user_0069,4/8/2023 0:00,145,female,18-24,phone,low,980.96,ios,gold,15.0,3.9.8,USA,New York,english,good
user_0070,1/11/2023 0:00,232,male,18-24,phone,dormant,160.83,android,bronze,12.0,3.9.8,USA,Houston,english,good
user_0071,4/10/2023 0:00,143,female,45+,phone,low,16810.62,ios,bronze,15.0,3.9.8,USA,Los Angeles,english,good
user_0072,3/9/2023 0:00,175,female,45+,phone,low,359.66,ios,bronze,14.0,3.9.9,USA,Philadelphia,english,excellent
user_0073,3/8/2023 0:00,176,male,45+,phone,high,1094.66,ios,bronze,15.0,3.9.9,USA,Philadelphia,english,good
user_0074,5/26/2023 0:00,97,male,18-24,phone,high,973.51,android,silver,12.0,3.9.9,USA,Philadelphia,english,fair
user_0075,12/8/2022 0:00,266,male,25-34,phone,low,3718.07,ios,bronze,12.0,3.9.7,USA,San Diego,english,good
user_0076,3/31/2023 0:00,153,female,25-34,phone,high,3322.36,android,bronze,10.0,3.9.9,USA,Chicago,english,excellent
user_0077,8/29/2022 0:00,367,female,45+,tablet,low,547.65,web,bronze,,3.9.9,USA,San Antonio,english,excellent
user_0078,10/12/2022 0:00,323,male,35-44,phone,low,292.52,ios,silver,14.0,3.9.9,USA,New York,english,poor
user_0079,6/30/2023 0:00,62,other,18-24,phone,high,113.59,ios,silver,14.0,3.9.9,USA,Houston,english,excellent
user_0080,7/25/2022 0:00,402,female,35-44,phone,low,936.62,android,platinum,10.0,3.9.7,USA,Phoenix,english,fair
user_0081,10/14/2022 0:00,321,female,45+,phone,high,75.67,android,gold,13.0,3.9.9,USA,New York,english,excellent
user_0082,7/9/2022 0:00,418,male,25-34,phone,medium,73.22,ios,bronze,13.0,3.9.7,USA,San Antonio,english,excellent
user_0083,7/19/2022 0:00,408,male,35-44,phone,dormant,3992.54,android,bronze,13.0,3.9.8,USA,Los Angeles,english,excellent
user_0084,1/27/2023 0:00,216,male,35-44,phone,medium,524.86,android,silver,13.0,3.9.8,USA,San Antonio,english,good
user_0085,3/15/2023 0:00,169,male,45+,phone,high,2719.55,android,bronze,10.0,3.9.9,USA,San Diego,english,good
user_0086,11/16/2022 0:00,288,female,45+,phone,high,3702.51,android,bronze,12.0,3.9.7,USA,Los Angeles,english,fair
user_0087,2/5/2023 0:00,207,male,25-34,tablet,medium,112.78,web,silver,,3.9.9,USA,San Antonio,english,good
user_0088,7/21/2022 0:00,406,female,25-34,phone,medium,9656.29,android,bronze,12.0,3.9.9,USA,Houston,english,good
user_0089,6/7/2023 0:00,85,male,18-24,phone,high,1979.37,ios,silver,16.0,3.9.5,USA,San Diego,english,good
user_0090,11/30/2022 0:00,274,male,18-24,phone,low,908.91,ios,bronze,15.0,3.9.8,USA,New York,english,good
user_0091,2/26/2023 0:00,186,male,45+,phone,medium,1590.29,android,gold,12.0,3.9.9,USA,Dallas,english,fair
user_0092,3/10/2023 0:00,174,female,45+,phone,low,51.66,android,bronze,12.0,3.9.6,USA,Phoenix,english,good
user_0093,2/23/2023 0:00,189,female,45+,phone,low,933.98,ios,silver,15.0,3.9.6,USA,New York,english,good
user_0094,7/24/2022 0:00,403,male,35-44,phone,high,3124.53,ios,bronze,15.0,3.9.9,USA,Dallas,english,fair
user_0095,11/24/2022 0:00,280,female,45+,phone,low,864.46,android,bronze,11.0,3.9.9,USA,San Jose,english,good
user_0096,11/12/2022 0:00,292,male,45+,phone,medium,407.35,android,bronze,12.0,3.9.9,USA,Los Angeles,english,excellent
user_0097,10/25/2022 0:00,310,male,35-44,phone,medium,14401.23,android,bronze,11.0,3.9.9,USA,Los Angeles,english,excellent
user_0098,2/4/2023 0:00,208,female,25-34,phone,low,387.59,android,bronze,10.0,3.9.9,USA,San Diego,english,excellent
user_0099,5/20/2023 0:00,103,female,35-44,phone,medium,310.7,ios,bronze,15.0,3.9.9,USA,Dallas,english,good
user_0100,5/29/2023 0:00,94,female,25-34,phone,low,531.89,ios,bronze,16.0,3.9.7,USA,San Antonio,english,excellent
user_0101,5/30/2023 0:00,93,male,25-34,phone,dormant,57.23,ios,bronze,15.0,3.9.6,USA,New York,english,fair
user_0102,9/9/2022 0:00,356,female,45+,phone,low,88.47,android,bronze,13.0,3.9.9,USA,San Antonio,english,good
user_0103,12/13/2022 0:00,261,female,18-24,phone,medium,17801.72,ios,gold,16.0,3.9.8,USA,Phoenix,english,excellent
user_0104,3/10/2023 0:00,174,female,35-44,phone,medium,590.58,android,bronze,10.0,3.9.9,USA,San Jose,english,excellent
user_0105,6/16/2023 0:00,76,male,18-24,phone,low,2555.43,android,bronze,12.0,3.9.8,USA,San Jose,english,good
user_0106,4/26/2023 0:00,127,male,18-24,phone,medium,196.53,android,bronze,12.0,3.9.9,USA,Houston,english,excellent
user_0107,9/15/2022 0:00,350,female,25-34,phone,high,3652.0,android,bronze,11.0,3.9.9,USA,New York,english,excellent
user_0108,11/6/2022 0:00,298,male,35-44,phone,low,345.38,android,bronze,11.0,3.9.9,USA,Houston,english,good
user_0109,3/14/2023 0:00,170,female,18-24,tablet,medium,563.76,web,bronze,,3.9.7,USA,San Jose,english,good
user_0110,11/27/2022 0:00,277,male,25-34,phone,low,401.82,ios,gold,15.0,3.9.9,USA,San Diego,english,good
user_0111,6/4/2023 0:00,88,male,35-44,phone,low,4999.63,android,bronze,10.0,3.9.9,USA,San Antonio,english,good
user_0112,8/1/2022 0:00,395,male,18-24,phone,low,27.25,android,silver,11.0,3.9.8,USA,Phoenix,english,good
user_0113,6/20/2023 0:00,72,female,25-34,phone,dormant,697.07,ios,gold,13.0,3.9.7,USA,Phoenix,english,fair
user_0114,9/15/2022 0:00,350,male,45+,phone,low,190.6,android,bronze,10.0,3.9.9,USA,Houston,english,good
user_0115,4/6/2023 0:00,147,female,18-24,phone,dormant,684.71,ios,silver,13.0,3.9.9,USA,Philadelphia,english,excellent
user_0116,9/7/2022 0:00,358,female,25-34,phone,low,1102.71,android,gold,12.0,3.9.8,USA,San Antonio,english,good
user_0117,12/9/2022 0:00,265,female,25-34,tablet,low,953.18,android,silver,11.0,3.9.9,USA,Los Angeles,english,good
user_0118,7/12/2022 0:00,415,female,25-34,phone,low,864.46,android,bronze,10.0,3.9.7,USA,Chicago,english,good
user_0119,7/15/2022 0:00,412,female,35-44,phone,low,3401.65,android,bronze,13.0,3.9.6,USA,Chicago,english,good
user_0120,1/4/2023 0:00,239,male,18-24,phone,high,626.2,android,silver,11.0,3.9.9,USA,Chicago,english,fair
user_0121,8/3/2022 0:00,393,male,35-44,phone,dormant,81.42,android,bronze,11.0,3.9.9,USA,San Antonio,english,poor
user_0122,11/21/2022 0:00,283,female,45+,phone,low,968.63,android,silver,10.0,3.9.8,USA,San Antonio,english,good
user_0123,4/1/2023 0:00,152,male,35-44,phone,medium,3935.18,android,bronze,10.0,3.9.6,USA,San Antonio,english,good
user_0124,10/26/2022 0:00,309,male,25-34,phone,low,103.68,ios,silver,14.0,3.9.9,USA,Phoenix,english,good
user_0125,2/8/2023 0:00,204,male,25-34,phone,medium,4526.52,ios,silver,15.0,3.9.9,USA,Chicago,english,good
user_0126,7/23/2022 0:00,404,female,25-34,phone,low,503.19,ios,gold,15.0,3.9.9,USA,Houston,english,good
user_0127,10/24/2022 0:00,311,female,18-24,phone,low,369.7,ios,bronze,14.0,3.9.8,USA,Dallas,english,fair
user_0128,7/6/2022 0:00,421,other,35-44,phone,low,4520.43,ios,gold,16.0,3.9.9,USA,Los Angeles,english,good
user_0129,2/27/2023 0:00,185,male,45+,phone,low,149.61,android,bronze,12.0,3.9.8,USA,San Diego,english,good
user_0130,7/12/2022 0:00,415,male,18-24,phone,low,105.7,ios,bronze,15.0,3.9.8,USA,Phoenix,english,good
user_0131,1/31/2023 0:00,212,female,45+,tablet,low,377.28,web,gold,,3.9.6,USA,Houston,english,excellent
user_0132,12/24/2022 0:00,250,female,35-44,phone,low,578.61,ios,silver,15.0,3.9.9,USA,Philadelphia,english,fair
user_0133,1/1/2023 0:00,242,female,45+,tablet,low,762.28,android,bronze,11.0,3.9.8,USA,New York,english,fair
user_0134,3/4/2023 0:00,180,other,25-34,phone,low,6809.84,android,bronze,11.0,3.9.8,USA,Phoenix,english,good
user_0135,9/29/2022 0:00,336,female,18-24,phone,medium,191.16,android,bronze,11.0,3.9.9,USA,Los Angeles,english,good
user_0136,10/26/2022 0:00,309,male,25-34,phone,low,9147.49,android,silver,12.0,3.9.8,USA,Los Angeles,english,good
user_0137,1/30/2023 0:00,213,female,18-24,tablet,dormant,381.99,web,bronze,,3.9.9,USA,Houston,english,good
user_0138,7/3/2022 0:00,424,male,35-44,phone,dormant,627.31,ios,bronze,12.0,3.9.9,USA,Phoenix,english,good
user_0139,2/1/2023 0:00,211,male,25-34,phone,low,3789.67,android,silver,11.0,3.9.9,USA,Philadelphia,english,good
user_0140,6/24/2023 0:00,68,male,25-34,phone,low,3296.26,ios,silver,15.0,3.9.7,USA,San Antonio,english,good
user_0141,3/28/2023 0:00,156,female,18-24,phone,dormant,19482.46,android,silver,12.0,3.9.8,USA,Chicago,english,good
user_0142,5/28/2023 0:00,95,male,45+,phone,low,11010.61,web,bronze,,3.9.6,USA,San Jose,english,fair
user_0143,4/14/2023 0:00,139,female,45+,phone,medium,1596.79,ios,bronze,12.0,3.9.9,USA,Philadelphia,english,good
user_0144,9/18/2022 0:00,347,female,25-34,phone,low,157.6,android,silver,13.0,3.9.9,USA,San Antonio,english,good
user_0145,11/12/2022 0:00,292,male,25-34,phone,low,926.8,ios,gold,16.0,3.9.9,USA,San Diego,english,good
user_0146,9/12/2022 0:00,353,male,45+,phone,low,131.78,android,silver,13.0,3.9.7,USA,Dallas,english,excellent
user_0147,2/15/2023 0:00,197,female,18-24,phone,medium,138.88,ios,bronze,13.0,3.9.9,USA,San Diego,english,excellent
user_0148,5/23/2023 0:00,100,female,18-24,phone,medium,48.18,ios,bronze,15.0,3.9.6,USA,San Diego,english,excellent
user_0149,2/1/2023 0:00,211,male,25-34,phone,medium,1130.56,ios,silver,14.0,3.9.7,USA,Chicago,english,poor
user_0150,7/14/2022 0:00,413,female,18-24,phone,low,1933.7,ios,bronze,16.0,3.9.9,USA,San Diego,english,good
user_0151,5/3/2023 0:00,120,male,35-44,phone,low,3178.25,android,bronze,12.0,3.9.6,USA,Chicago,english,good
user_0152,5/25/2023 0:00,98,female,35-44,phone,low,30.73,android,silver,12.0,3.9.9,USA,San Antonio,english,fair
user_0153,2/3/2023 0:00,209,male,25-34,phone,low,2756.61,android,bronze,11.0,3.9.9,USA,Chicago,english,good
user_0154,2/11/2023 0:00,201,female,45+,phone,medium,12507.08,android,bronze,12.0,3.9.7,USA,Philadelphia,english,good
user_0155,8/28/2022 0:00,368,male,25-34,phone,medium,231.89,ios,bronze,14.0,3.9.9,USA,San Jose,english,good
user_0156,6/17/2023 0:00,75,female,35-44,phone,low,36.44,android,bronze,10.0,3.9.6,USA,Philadelphia,english,excellent
user_0157,6/10/2023 0:00,82,male,35-44,phone,high,157.36,android,bronze,10.0,3.9.9,USA,Houston,english,good
user_0158,8/1/2022 0:00,395,female,25-34,phone,dormant,2768.92,ios,bronze,13.0,3.9.6,USA,San Antonio,english,good
user_0159,8/9/2022 0:00,387,female,18-24,phone,high,851.4,web,bronze,,3.9.5,USA,San Jose,english,good
user_0160,12/3/2022 0:00,271,female,18-24,phone,medium,466.65,android,bronze,11.0,3.9.9,USA,Phoenix,english,good
user_0161,12/2/2022 0:00,272,female,18-24,phone,medium,3774.69,android,bronze,11.0,3.9.7,USA,New York,english,excellent
user_0162,6/12/2023 0:00,80,female,25-34,phone,dormant,563.86,android,gold,11.0,3.9.9,USA,Phoenix,english,fair
user_0163,5/2/2023 0:00,121,male,35-44,phone,medium,976.15,ios,gold,16.0,3.9.9,USA,San Jose,english,poor
user_0164,11/6/2022 0:00,298,male,25-34,phone,dormant,11198.71,android,gold,12.0,3.9.6,USA,Houston,english,good
user_0165,8/16/2022 0:00,380,male,35-44,phone,low,805.15,android,silver,13.0,3.9.9,USA,Phoenix,english,excellent
user_0166,2/14/2023 0:00,198,female,25-34,phone,low,13238.29,ios,gold,15.0,3.9.9,USA,Dallas,english,fair
user_0167,6/16/2023 0:00,76,female,35-44,tablet,high,978.52,web,silver,,3.9.9,USA,Phoenix,english,poor
user_0168,9/21/2022 0:00,344,female,25-34,phone,medium,1054.7,android,gold,10.0,3.9.9,USA,Philadelphia,english,excellent
user_0169,5/3/2023 0:00,120,female,25-34,phone,low,103.06,android,bronze,10.0,3.9.4,USA,New York,english,excellent
user_0170,2/1/2023 0:00,211,male,35-44,phone,medium,607.1,android,bronze,12.0,3.9.9,USA,Los Angeles,english,poor
user_0171,11/1/2022 0:00,303,female,18-24,tablet,dormant,394.98,web,bronze,,3.9.7,USA,San Diego,english,excellent
user_0172,8/28/2022 0:00,368,male,35-44,tablet,dormant,12623.61,ios,gold,12.0,3.9.9,USA,New York,english,good
user_0173,1/7/2023 0:00,236,male,25-34,phone,low,188.16,android,bronze,10.0,3.9.9,USA,Philadelphia,english,excellent
user_0174,1/29/2023 0:00,214,female,35-44,tablet,low,4349.9,web,silver,,3.9.8,USA,Houston,english,fair
user_0175,9/28/2022 0:00,337,male,25-34,phone,medium,107.18,android,bronze,10.0,3.9.5,USA,Houston,english,good
user_0176,12/19/2022 0:00,255,female,45+,phone,medium,101.96,ios,bronze,13.0,3.9.9,USA,San Diego,english,good
user_0177,12/16/2022 0:00,258,male,25-34,phone,medium,1934.25,android,platinum,10.0,3.9.9,USA,Dallas,english,good
user_0178,10/31/2022 0:00,304,male,25-34,phone,low,146.94,ios,silver,15.0,3.9.7,USA,Chicago,english,excellent
user_0179,6/12/2023 0:00,80,other,25-34,phone,low,42.72,android,gold,11.0,3.9.5,USA,Houston,english,good
user_0180,5/10/2023 0:00,113,other,25-34,phone,low,620.76,ios,bronze,12.0,3.9.9,USA,Houston,english,excellent
user_0181,7/30/2022 0:00,397,male,25-34,phone,dormant,975.97,ios,bronze,15.0,3.9.9,USA,San Diego,english,excellent
user_0182,8/15/2022 0:00,381,female,18-24,phone,high,754.16,ios,bronze,14.0,3.9.9,USA,San Diego,english,good
user_0183,1/19/2023 0:00,224,male,35-44,phone,medium,14401.99,android,bronze,10.0,3.9.9,USA,New York,english,good
user_0184,8/18/2022 0:00,378,male,25-34,phone,dormant,32.32,android,bronze,10.0,3.9.9,USA,New York,english,good
user_0185,11/20/2022 0:00,284,male,35-44,phone,medium,19675.07,android,gold,10.0,3.9.9,USA,San Antonio,english,good
user_0186,7/10/2022 0:00,417,male,25-34,phone,low,439.57,ios,bronze,12.0,3.9.5,USA,Dallas,english,good
user_0187,1/31/2023 0:00,212,female,25-34,phone,medium,486.77,android,gold,12.0,3.9.7,USA,San Jose,english,good
user_0188,10/2/2022 0:00,333,female,35-44,phone,dormant,529.64,ios,gold,13.0,3.9.9,USA,New York,english,poor
user_0189,8/22/2022 0:00,374,male,35-44,phone,low,896.67,ios,gold,15.0,3.9.8,USA,San Antonio,english,excellent
user_0190,3/4/2023 0:00,180,male,45+,phone,low,568.92,ios,gold,15.0,3.9.7,USA,San Diego,english,fair
user_0191,11/4/2022 0:00,300,female,25-34,phone,high,920.97,android,bronze,11.0,3.9.9,USA,Dallas,english,excellent
user_0192,1/5/2023 0:00,238,male,25-34,phone,low,197.78,ios,gold,15.0,3.9.9,USA,San Diego,english,excellent
user_0193,1/27/2023 0:00,216,female,18-24,tablet,medium,359.37,web,bronze,,3.9.6,USA,Dallas,english,excellent
user_0194,3/1/2023 0:00,183,male,35-44,phone,high,88.65,android,silver,10.0,3.9.6,USA,Dallas,english,excellent
user_0195,7/7/2022 0:00,420,female,18-24,phone,high,436.18,android,silver,13.0,3.9.9,USA,Phoenix,english,good
user_0196,9/14/2022 0:00,351,female,25-34,phone,low,892.05,android,gold,12.0,3.9.7,USA,Chicago,english,excellent
user_0197,2/4/2023 0:00,208,male,18-24,phone,medium,4102.96,android,gold,10.0,3.9.9,USA,Phoenix,english,excellent
user_0198,3/10/2023 0:00,174,female,18-24,phone,medium,3546.47,android,bronze,12.0,3.9.9,USA,Los Angeles,english,good
user_0199,8/13/2022 0:00,383,other,18-24,phone,medium,136.34,ios,bronze,15.0,3.9.8,USA,Philadelphia,english,excellent
user_0200,12/26/2022 0:00,248,female,18-24,phone,medium,785.89,android,bronze,10.0,3.9.9,USA,New York,english,excellent
user_0201,11/30/2022 0:00,274,female,25-34,phone,medium,51.62,android,bronze,10.0,3.9.9,USA,Phoenix,english,excellent
user_0202,10/2/2022 0:00,333,female,25-34,phone,low,12526.92,ios,silver,13.0,3.9.7,USA,Philadelphia,english,fair
user_0203,1/30/2023 0:00,213,female,25-34,phone,dormant,797.25,android,bronze,12.0,3.9.9,USA,Dallas,english,good
user_0204,5/23/2023 0:00,100,male,35-44,phone,dormant,45.34,android,bronze,12.0,3.9.5,USA,San Jose,english,poor
user_0205,12/25/2022 0:00,249,male,35-44,phone,low,36.25,android,bronze,12.0,3.9.7,USA,New York,english,good
user_0206,9/29/2022 0:00,336,female,45+,phone,medium,298.87,ios,bronze,14.0,3.9.9,USA,Philadelphia,english,good
user_0207,8/8/2022 0:00,388,male,25-34,phone,dormant,4761.17,ios,silver,13.0,3.9.9,USA,Los Angeles,english,excellent
user_0208,8/17/2022 0:00,379,male,25-34,tablet,dormant,907.39,android,silver,12.0,3.9.6,USA,San Diego,english,good
user_0209,8/3/2022 0:00,393,female,25-34,phone,medium,1252.87,android,bronze,12.0,3.9.9,USA,Los Angeles,english,excellent
user_0210,5/2/2023 0:00,121,male,35-44,phone,dormant,311.82,android,gold,12.0,3.9.7,USA,San Jose,english,good
user_0211,5/2/2023 0:00,121,female,35-44,tablet,medium,1388.77,web,bronze,,3.9.9,USA,Philadelphia,english,poor
user_0212,12/23/2022 0:00,251,male,35-44,phone,dormant,736.39,ios,gold,16.0,3.9.6,USA,Philadelphia,english,fair
user_0213,7/30/2022 0:00,397,male,25-34,phone,medium,279.22,android,silver,11.0,3.9.9,USA,Los Angeles,english,good
user_0214,2/7/2023 0:00,205,female,35-44,phone,medium,25.89,ios,silver,13.0,3.9.7,USA,Phoenix,english,fair
user_0215,3/2/2023 0:00,182,female,45+,tablet,high,4421.8,web,bronze,,3.9.9,USA,San Jose,english,good
user_0216,8/4/2022 0:00,392,female,25-34,phone,low,84.56,android,bronze,12.0,3.9.8,USA,Philadelphia,english,fair
user_0217,4/29/2023 0:00,124,female,35-44,phone,dormant,19235.16,android,bronze,11.0,3.9.9,USA,San Diego,english,good
user_0218,8/6/2022 0:00,390,female,25-34,phone,low,711.59,android,bronze,11.0,3.9.7,USA,New York,english,good
user_0219,2/26/2023 0:00,186,female,18-24,phone,high,991.06,android,bronze,11.0,3.9.8,USA,Dallas,english,poor
user_0220,3/16/2023 0:00,168,male,35-44,phone,low,3345.53,ios,platinum,14.0,3.9.9,USA,Chicago,english,good
